GeneID,Symbol,Description,Synonyms,Maestro score,FDR,Evidence,Tissues
72085,Osgepl1,O-sialoglycoprotein endopeptidase-like 1,"2610001M19Rik, AA416452, Q6PEB4",12,1%,"""APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""",none
66586,Crls1,cardiolipin synthase 1,"0610009I22Rik, 4930557M15Rik, 5730490M08Rik, Q80ZM8",12,1%,"""literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""",none
17449,Mdh1,"""malate dehydrogenase 1, NAD (soluble)""","B230377B03Rik, D17921, MDH-s, MDHA, Mor-2, Mor2, P14152",12,1%,"""Rickettsial homolog, mito protein domain, induction, coexpression+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
56738,Mocs1,molybdenum cofactor synthesis 1,"3110045D15Rik, AI043170, AW536397, Q5RKZ7",12,1%,"""APEX_matrix, targetP signal, mito protein domain+, MS/MS+""","cerebrum, liver, adipose, smallintestine, largeintestine, stomach, placenta"
14626,Gk2,glycerol kinase 2,"GKTA, Gk-rs2, Q9WU65",12,1%,"""yeast mito homolog+, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, adipose, smallintestine, testis"
107747,Aldh1l1,"""aldehyde dehydrogenase 1 family, member L1""","1810048F20Rik, FDH, Fthfd, Neut2, Q8R0Y6",12,1%,"""APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS""","cerebrum, liver, smallintestine, largeintestine, stomach, placenta, testis"
54391,Rfk,riboflavin kinase,"0610038L10Rik, AF031381, KOI-4, Q8CFV9",12,1%,"""targetP signal, yeast mito homolog++, MS/MS""","brainstem, spinalcord, kidney, adipose, smallintestine, largeintestine"
52585,Dhrs1,dehydrogenase/reductase (SDR family) member 1,"1110029G07Rik, AW112170, D14Ertd484e, Q99L04",12,1%,"""targetP signal, Rickettsial homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
18975,Polg,"""polymerase (DNA directed), gamma""","AA409516, PolgA, Q3UG70",12,1%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS""","cerebrum, cerebellum, spinalcord, liver, adipose, largeintestine, placenta, testis"
225655,Slmo1,slowmo homolog 1 (Drosophila),"A230074A19Rik, BC019561, Q8VE85",11,1%,"""yeast mito homolog+, mito protein domain+, MS/MS""","cerebrum, cerebellum, spinalcord"
20523,Slc25a14,"""solute carrier family 25 (mitochondrial carrier, brain), member 14""","BMCP1, UCP5, UCP5L, UCP5S, Q9Z2B2",11,1%,"""literature, yeast mito homolog+, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, placenta, testis"
223262,Timm8a2,translocase of inner mitochondrial membrane 8A2,Q4FZG7,11,1%,"""literature, yeast mito homolog+, mito protein domain+, MS/MS""",all 14
59040,Rhot1,"""ras homolog gene family, member T1""","2210403N23Rik, AA415293, AF244542, AI834919, Arht1, C430039G08Rik, Miro1, Q8BG51",11,1%,"""literature, targetP signal, yeast mito homolog, mito protein domain+, MS/MS+""",all 14
14775,Gpx1,glutathione peroxidase 1,"AI195024, AL033363, CGPx, GPx-1, GSHPx-1, Gpx, P11352",11,1%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
67453,Slc25a46,"""solute carrier family 25, member 46""","1200007B05Rik, AI325987, Q9CQS4",11,1%,"""yeast mito homolog+, mito protein domain+, induction""","cerebrum, spinalcord, adipose, placenta"
17721,ND5,NADH dehydrogenase subunit 5,P03921,11,1%,"""literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+""",all 14
17719,ND4,NADH dehydrogenase subunit 4,P03911,11,1%,"""literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+""",all 14
17717,ND2,NADH dehydrogenase subunit 2,P03893,11,1%,"""literature, Rickettsial homolog, mito protein domain+, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66494,Prelid1,PRELI domain containing 1,"2610524G07Rik, Preli, Q8R107",11,1%,"""literature, APEX_IMS, GFP, targetP signal, yeast mito homolog++, mito protein domain+""",none
77032,Tstd3,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3,"2610029I01Rik, Q9D0B5",11,1%,"""targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
69906,Slc25a32,"""solute carrier family 25, member 32""","2610043O12Rik, Mftc, Q8BMG8",11,1%,"""literature, targetP signal, yeast mito homolog+, mito protein domain+""","adipose, placenta"
215999,Mcu,mitochondrial calcium uniporter,"2010012O16Rik, AV064928, C10orf42, Ccdc109a, D130073L02Rik, Gm64, Q3UMR5",11,1%,"""literature, GFP, targetP signal, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
18082,Nipsnap1,4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans),O55125,11,1%,"""APEX_matrix, targetP signal+, coexpression, MS/MS++""",all 14
56361,Pus1,pseudouridine synthase 1,"A730013B20Rik, MPUS1, mPus1p, Q9WU56",11,1%,"""APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression""",none
382051,Pdp2,pyruvate dehyrogenase phosphatase catalytic subunit 2,"4833426J09Rik, Gm1705, mKIAA1348, Q504M2",11,1%,"""APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression""",adipose
18777,Lypla1,lysophospholipase 1,"Pla1a, P97823",11,1%,"""Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
211253,Mtrf1,mitochondrial translational release factor 1,"A830062K05Rik, MtRF-1, Q8K126",11,1%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain""",adipose
76889,Adck4,aarF domain containing kinase 4,"0610012P18Rik, E9QLB8",11,1%,"""APEX_matrix, GFP, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain""","adipose, smallintestine, largeintestine, placenta"
665563,Mthfd2l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,"1110019K23Rik, C630010D07Rik, D3YZG8",11,1%,"""literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain""","spinalcord, placenta"
69536,Hemk1,HemK methyltransferase family member 1,"2310008M14Rik, AW049265, Q921L7",11,1%,"""GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+""",none
110198,Akr7a5,"""aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)""","0610025K21Rik, Afar, Afar1, Akr7a2, Q8CG76",11,1%,"""APEX_matrix, targetP signal+, coexpression, MS/MS++""",all 14
64059,Oxct2a,3-oxoacid CoA transferase 2A,"Oxct, Oxct2, Scot, Scot-t1, Q9JJN4",11,1%,"""targetP signal+, mito protein domain, MS/MS++""",testis
104086,Cyp27a1,"""cytochrome P450, family 27, subfamily a, polypeptide 1""","1300013A03Rik, Cyp27, Q9DBG1",11,1%,"""literature, targetP signal+, mito protein domain, MS/MS++""","kidney, liver, skeletalmuscle, adipose, smallintestine, placenta, testis"
68836,Mrpl52,mitochondrial ribosomal protein L52,"1110047B07Rik, Q9D0Y8",11,1%,"""literature, APEX_matrix, targetP signal+, coexpression, MS/MS""","cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66437,Fis1,fission 1 (mitochondrial outer membrane) homolog (yeast),"2010003O14Rik, Ttc11, Q9CQ92",11,1%,"""literature, yeast mito homolog++, mito protein domain+""",all 14
17436,Me1,"""malic enzyme 1, NADP(+)-dependent, cytosolic""","D9Ertd267e, Mdh-1, Mod-1, Mod1, P06801",11,1%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression""","spinalcord, liver, adipose, placenta, testis"
434437,Amt,aminomethyltransferase,"EG434437, Q8CFA2",11,1%,"""targetP signal, yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, brainstem, spinalcord, kidney, liver, largeintestine, stomach, placenta"
208194,Exog,"""endo/exonuclease (5'-3'), endonuclease G-like""","AW557704, ENGL-B, ENGL-a, Endogl1, Endogl2, Engl, Engla, Englb, Q8C163",11,1%,"""APEX_IMS, targetP signal, yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, placenta"
246221,Mpst,mercaptopyruvate sulfurtransferase,"Mst, Q3UW66",11,1%,"""APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
103711,Pnpo,pyridoxine 5'-phosphate oxidase,"AI415282, Q91XF0",11,1%,"""APEX_matrix, targetP signal, yeast mito homolog++, coexpression, MS/MS""","brainstem, liver"
234384,Mpv17l2,MPV17 mitochondrial membrane protein-like 2,"Fksg24, Q8VIK2",11,1%,"""GFP, targetP signal, yeast mito homolog+, mito protein domain, coexpression""","largeintestine, placenta"
67391,Fundc2,FUN14 domain containing 2,"4833415N24Rik, DC44, HCBP6, Q9D6K8",11,1%,"""mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
67681,Mrpl18,mitochondrial ribosomal protein L18,"1010001C05Rik, C79879, HSPC071, MRP-L18, Q9CQL5",11,1%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression, MS/MS""",all 14
67942,Atp5g2,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)""","1810041M08Rik, P56383",11,1%,"""literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain""",none
67905,Ppm1m,protein phosphatase 1M,"2810423O19Rik, AW610647, C77250, PP2Ceta, Q8BU27",11,1%,"""targetP signal, yeast mito homolog+, mito protein domain+""",none
75422,Mettl5,methyltransferase like 5,"2810410A08Rik, Q8K1A0",11,1%,"""Rickettsial homolog, mito protein domain+, induction, coexpression""",none
208638,Slc25a38,"""solute carrier family 25, member 38""","AV019094, BC010801, Q91XD8",11,1%,"""yeast mito homolog++, mito protein domain+, coexpression""",none
243996,4933405O20Rik,RIKEN cDNA 4933405O20 gene,"AV046776, Q8BPC6",11,1%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS+""",testis
192287,Slc25a36,"""solute carrier family 25, member 36""","C330005L02Rik, Q922G0",11,1%,"""GFP, yeast mito homolog+, mito protein domain+, coexpression""","brainstem, spinalcord, placenta, testis"
215201,Trmt2b,TRM2 tRNA methyltransferase 2B,"4732479N06Rik, Q8BQJ6",11,1%,"""GFP, targetP signal, mito protein domain+, induction, coexpression""",none
214579,Aldh5a1,"""aldhehyde dehydrogenase family 5, subfamily A1""","6330403E24Rik, Ahd-1, Ahd1, D630032B01Rik, OTTMUSG00000000613, SSADH, Ssdh1, Q8BWF0",11,1%,"""APEX_matrix, targetP signal, mito protein domain, MS/MS++""",all 14
12716,Ckmt1,"""creatine kinase, mitochondrial 1, ubiquitous""","Mt-CK, ScCKmit, UbCKmit, mi-CK, P30275",11,1%,"""literature, targetP signal, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
14719,Got2,"""glutamate oxaloacetate transaminase 2, mitochondrial""","AL022787, FABP-pm, Got-2, mAspAT, P05202",11,1%,"""literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, MS/MS++""",all 14
268860,Abat,4-aminobutyrate aminotransferase,"9630038C02Rik, AI255750, ENSMUSG00000051226, Gabaat, Gabat, Gm9851, I54, Laibat, X61497, P61922",11,1%,"""literature, APEX_matrix, targetP signal, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
70359,Gtpbp3,GTP binding protein 3,"2410009F13Rik, AI607903, Q923K4",11,1%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain""",largeintestine
64384,Sirt3,sirtuin 3,"2310003L23Rik, AI848213, Sir2l3, Q8R104",11,1%,"""literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
77422,C330018D20Rik,RIKEN cDNA C330018D20 gene,"AU018666, Q9CWB7",11,1%,"""targetP signal, coexpression+, MS/MS""","cerebrum, cerebellum, spinalcord, liver, heart, skeletalmuscle, adipose, placenta, testis"
381038,Parl,"""presenilin associated, rhomboid-like""","D16Ertd607e, PRO2207, PSARL1, PSENIP2, Psarl, Q5XJY4",11,1%,"""literature, targetP signal, yeast mito homolog++, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
71970,2410018M08Rik,RIKEN cDNA 2410018M08 gene,"Scand3, B2RPU8",10,1%,"""targetP signal+, yeast mito homolog+, MS/MS""",all 14
14533,Bloc1s1,"""biogenesis of lysosomal organelles complex-1, subunit 1""","AI839753, BLOS1, Gcn5l1, O55102",10,1%,"""mito protein domain, coexpression++, MS/MS""","placenta, testis"
75483,Cox8c,cytochrome c oxidase subunit VIIIc,"1700007F21Rik, COX8-3, COXVIII-3, A6H666",10,1%,"""literature, targetP signal, mito protein domain+, MS/MS""",testis
104112,Acly,ATP citrate lyase,"A730098H14Rik, AW538652, Q91V92",10,1%,"""APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis"
94282,Sfxn5,sideroflexin 5,"C230001H08Rik, Q925N0",10,1%,"""literature, yeast mito homolog, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine"
74011,Slc25a27,"""solute carrier family 25, member 27""","3632410G24Rik, 9430092A03Rik, D530043E16Rik, Ucp4, Q9D6D0",10,1%,"""literature, yeast mito homolog+, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord"
66972,Slc25a23,"""solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23""","2310067G05Rik, SCaMC-3, Q6GQS1",10,1%,"""literature, yeast mito homolog+, mito protein domain+, MS/MS""","cerebrum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta"
22229,Ucp3,"""uncoupling protein 3 (mitochondrial, proton carrier)""","AI645527, Slc25a9, UCP-3, P56501",10,1%,"""literature, yeast mito homolog+, mito protein domain+, MS/MS""","spinalcord, heart, skeletalmuscle, adipose"
319653,Slc25a40,"""solute carrier family 25, member 40""","B230315F11Rik, Q8BGP6",10,1%,"""literature, yeast mito homolog+, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"
64704,Htra2,HtrA serine peptidase 2,"AI481710, Omi, Prss25, mnd2, Q9JIY5",10,1%,"""literature, APEX_IMS, targetP signal, Rickettsial homolog, mito protein domain, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
14751,Gpi1,glucose phosphate isomerase 1,"Amf, Gpi, Gpi-1, Gpi-1r, Gpi-1s, Gpi-1t, Gpi1-r, Gpi1-s, Gpi1-t, Gpi1s, MF, NK, NK/GPI, Nlk, Org, Pgi, Phi, P06745",10,1%,"""yeast mito homolog++, induction, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis"
68646,Nadk2,"""NAD kinase 2, mitochondrial""","MNADK, Nadkd1, Q8C5H8",10,2%,"""APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
17711,CYTB,cytochrome b,P00158,10,2%,"""literature, yeast mito homolog++, Rickettsial homolog, mito protein domain""",all 14
66170,Chchd5,coiled-coil-helix-coiled-coil-helix domain containing 5,"1110027L01Rik, AW045710, Q9CQP3",10,2%,"""APEX_IMS, yeast mito homolog++, coexpression, MS/MS""","adipose, placenta, testis"
57312,Mrps31,mitochondrial ribosomal protein S31,"1500002D03Rik, AA960481, Imogen38, Imogen44, Q61733",10,2%,"""literature, APEX_matrix, targetP signal, induction, coexpression, MS/MS""",all 14
54405,Ndufa1,"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1""","1810049F12Rik, MWFE, O35683",10,2%,"""literature, coexpression+, MS/MS++""",all 14
67432,Hoga1,4-hydroxy-2-oxoglutarate aldolase 1,"0610010D20Rik, Dhdpsl, Npl2, Q9DCU9",10,2%,"""GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","kidney, liver, adipose, largeintestine, placenta, testis"
11671,Aldh3a2,"""aldehyde dehydrogenase family 3, subfamily A2""","AI194803, Ahd-3, Ahd-3r, Ahd3, Ahd3-r, Aldh4, Aldh4-r, FALDH, P47740",10,2%,"""targetP signal+, yeast mito homolog, mito protein domain, coexpression""","spinalcord, kidney, liver, smallintestine, largeintestine, stomach, placenta, testis"
66449,Pam16,presequence translocase-asssociated motor 16 homolog (S. cerevisiae),"2010110I09Rik, AV006767, CGI-136, Magmas, Tim16, Timm16, Q9CQV1",10,2%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, MS/MS++""",all 14
66488,Fam136a,"""family with sequence similarity 136, member A""","2010309E21Rik, AW124904, Hyccin, Q9CR98",10,2%,"""APEX_IMS, mito protein domain+, MS/MS++""",all 14
68194,Ndufb4,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4,"0610006N12Rik, 1300010H20Rik, Q9CQC7",10,2%,"""literature, mito protein domain+, MS/MS++""",all 14
68512,Tomm5,translocase of outer mitochondrial membrane 5 homolog (yeast),"1110019J04Rik, Tom5, B1AXP6",10,2%,"""literature, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
